# FILENAME        : /ctrscrut/chara/data//2015_05_12_LABAO_S2_aberrations_001.dat
# GMT YEAR        : 2015
# GMT MONTH       : 5
# GMT DAY         : 12
# FSM STATE       : 0
# Time     Tilt X  Tilt Y   Pos X   Pos Y   Focus    A1      A2
 82819592  0.0082 -0.0375  0.0358  0.0161  0.3607 -0.2295  0.1967
 82819602  0.0179 -0.0359  0.0355  0.0163  0.3780 -0.2660  0.1251
 82819612  0.0112 -0.0356  0.0351  0.0149  0.3720 -0.2435  0.1398
 82819622  0.0159 -0.0324  0.0355  0.0148  0.3279 -0.2142  0.1251
 82819632  0.0159 -0.0300  0.0354  0.0144  0.3618 -0.2635  0.1070
 82819642  0.0212 -0.0351  0.0354  0.0137  0.3617 -0.2583  0.0902
 82819652  0.0162 -0.0340  0.0367  0.0132  0.3628 -0.2353  0.1057
 82819662  0.0153 -0.0352  0.0371  0.0125  0.3583 -0.2562  0.0989
 82819673  0.0211 -0.0319  0.0373  0.0126  0.3743 -0.2905  0.0964
 82819682  0.0169 -0.0327  0.0378  0.0126  0.3754 -0.2634  0.0934
 82819692  0.0125 -0.0365  0.0371  0.0129  0.3952 -0.2859  0.1267
 82819702  0.0143 -0.0378  0.0375  0.0123  0.3955 -0.2813  0.1257
 82819713  0.0186 -0.0320  0.0381  0.0122  0.3592 -0.2850  0.0888
 82819722  0.0121 -0.0355  0.0388  0.0124  0.4119 -0.2663  0.0981
 82819732  0.0147 -0.0329  0.0394  0.0121  0.4005 -0.2549  0.1126
 82819743  0.0175 -0.0337  0.0395  0.0117  0.4056 -0.2679  0.0934
 82819752  0.0180 -0.0345  0.0395  0.0124  0.4200 -0.2709  0.0904
 82819762  0.0160 -0.0331  0.0401  0.0123  0.4010 -0.2859  0.0915
 82819772  0.0187 -0.0343  0.0409  0.0117  0.4196 -0.2840  0.0879
 82819783  0.0149 -0.0324  0.0410  0.0111  0.4095 -0.2649  0.0700
 82819793  0.0204 -0.0365  0.0409  0.0115  0.4106 -0.2631  0.0740
 82819802  0.0142 -0.0343  0.0408  0.0104  0.4215 -0.2557  0.0688
 82819812  0.0130 -0.0376  0.0412  0.0099  0.3938 -0.2791  0.0424
 82819823  0.0147 -0.0324  0.0420  0.0094  0.4095 -0.2679  0.0710
 82819832  0.0133 -0.0337  0.0416  0.0087  0.4029 -0.2774  0.0641
 82819842  0.0111 -0.0318  0.0411  0.0062  0.4030 -0.2826  0.0403
 82819853  0.0100 -0.0288  0.0414  0.0055  0.4013 -0.2654  0.0602
 82819862  0.0115 -0.0330  0.0422  0.0042  0.4077 -0.2745  0.0579
 82819872  0.0135 -0.0296  0.0415  0.0038  0.3846 -0.2537  0.0423
 82819883  0.0137 -0.0332  0.0411  0.0032  0.4156 -0.2601  0.0652
 82819893  0.0104 -0.0377  0.0410  0.0027  0.4516 -0.3059  0.0626
 82819902  0.0131 -0.0341  0.0415  0.0018  0.4133 -0.2928  0.0440
 82819913  0.0164 -0.0314  0.0415  0.0017  0.4236 -0.2665  0.0399
 82819923  0.0128 -0.0305  0.0413  0.0019  0.4446 -0.2453  0.0723
 82819932  0.0118 -0.0290  0.0419  0.0009  0.4093 -0.2923  0.0507
 82819942  0.0139 -0.0260  0.0420  0.0004  0.4171 -0.3067  0.0612
 82819953  0.0110 -0.0283  0.0424 -0.0007  0.3900 -0.2749  0.0542
 82819963  0.0159 -0.0237  0.0428 -0.0016  0.4312 -0.3031  0.0370
 82819972  0.0195 -0.0261  0.0422 -0.0020  0.4000 -0.3153  0.0385
 82819983  0.0138 -0.0328  0.0428 -0.0018  0.4041 -0.3441  0.0094
 82819993  0.0135 -0.0302  0.0426 -0.0012  0.4144 -0.3621  0.0374
 82820003  0.0113 -0.0291  0.0423 -0.0019  0.4080 -0.3649  0.0281
 82820012  0.0135 -0.0300  0.0424 -0.0024  0.4592 -0.3416  0.0319
 82820023  0.0158 -0.0293  0.0426 -0.0021  0.4561 -0.3699  0.0356
 82820033  0.0111 -0.0326  0.0423 -0.0027  0.4598 -0.3492  0.0328
 82820042  0.0135 -0.0275  0.0422 -0.0021  0.4450 -0.3388  0.0142
 82820053  0.0143 -0.0281  0.0426 -0.0024  0.4496 -0.3404  0.0288
 82820063  0.0091 -0.0274  0.0424 -0.0023  0.4248 -0.3528  0.0218
 82820073  0.0140 -0.0286  0.0423 -0.0032  0.4016 -0.3518  0.0077
 82820083  0.0147 -0.0263  0.0421 -0.0031  0.3843 -0.3473 -0.0252
 82820093  0.0148 -0.0324  0.0427 -0.0035  0.4115 -0.3246 -0.0015
 82820103  0.0114 -0.0330  0.0423 -0.0040  0.4260 -0.3414  0.0258
 82820113  0.0095 -0.0288  0.0428 -0.0045  0.4207 -0.3331  0.0070
 82820123  0.0167 -0.0322  0.0430 -0.0045  0.4094 -0.3501  0.0071
 82820133  0.0136 -0.0371  0.0429 -0.0031  0.4545 -0.3617  0.0147
 82820144  0.0049 -0.0316  0.0427 -0.0031  0.4351 -0.3254 -0.0066
 82820153  0.0104 -0.0295  0.0420 -0.0044  0.4360 -0.3368 -0.0324
 82820163  0.0123 -0.0278  0.0422 -0.0036  0.4322 -0.3310 -0.0204
 82820174  0.0037 -0.0289  0.0427 -0.0040  0.4614 -0.3332  0.0053
 82820183  0.0142 -0.0274  0.0427 -0.0035  0.4289 -0.3314 -0.0252
 82820193  0.0097 -0.0254  0.0426 -0.0038  0.4308 -0.3467 -0.0091
 82820203  0.0140 -0.0299  0.0433 -0.0034  0.4550 -0.3553 -0.0382
 82820214  0.0163 -0.0295  0.0433 -0.0032  0.4549 -0.3704 -0.0354
 82820223  0.0143 -0.0236  0.0429 -0.0021  0.4438 -0.3312  0.0080
 82820233  0.0116 -0.0231  0.0428 -0.0018  0.4217 -0.3599 -0.0061
 82820244  0.0126 -0.0292  0.0435 -0.0023  0.4300 -0.3429 -0.0289
 82820253  0.0125 -0.0254  0.0433 -0.0010  0.4529 -0.3198 -0.0034
 82820263  0.0170 -0.0253  0.0430 -0.0002  0.4337 -0.3600 -0.0234
 82820274  0.0152 -0.0280  0.0431 -0.0004  0.4491 -0.3353 -0.0399
 82820284  0.0071 -0.0269  0.0437 -0.0006  0.4250 -0.3581 -0.0007
 82820293  0.0097 -0.0255  0.0437 -0.0007  0.4126 -0.3739 -0.0005
 82820303  0.0084 -0.0261  0.0438 -0.0002  0.4462 -0.3367 -0.0024
 82820313  0.0133 -0.0228  0.0439  0.0001  0.4459 -0.3192 -0.0262
 82820323  0.0159 -0.0227  0.0442 -0.0002  0.4416 -0.3458 -0.0290
 82820333  0.0157 -0.0207  0.0439 -0.0012  0.4253 -0.3181 -0.0370
 82820344  0.0091 -0.0156  0.0442 -0.0013  0.4417 -0.3203 -0.0390
 82820353  0.0091 -0.0192  0.0441 -0.0014  0.4667 -0.3169 -0.0447
 82820363  0.0073 -0.0164  0.0442 -0.0028  0.4389 -0.3014 -0.0027
 82820374  0.0101 -0.0163  0.0453 -0.0026  0.4398 -0.3221 -0.0084
 82820383  0.0133 -0.0170  0.0447 -0.0021  0.4624 -0.3166 -0.0249
 82820393  0.0079 -0.0176  0.0450 -0.0033  0.4687 -0.3053 -0.0238
 82820403  0.0101 -0.0233  0.0448 -0.0032  0.4659 -0.3197 -0.0102
 82820413  0.0138 -0.0175  0.0450 -0.0028  0.4376 -0.3679 -0.0340
 82820424  0.0086 -0.0194  0.0456 -0.0028  0.4426 -0.3226 -0.0162
 82820434  0.0074 -0.0233  0.0461 -0.0025  0.4822 -0.3396  0.0211
 82820443  0.0110 -0.0192  0.0463 -0.0021  0.4728 -0.3246 -0.0070
 82820454  0.0096 -0.0185  0.0472 -0.0014  0.4667 -0.3488 -0.0056
 82820464  0.0090 -0.0209  0.0478 -0.0012  0.4731 -0.3336  0.0191
 82820473  0.0069 -0.0223  0.0479 -0.0009  0.4815 -0.3264  0.0154
 82820483  0.0120 -0.0312  0.0476 -0.0006  0.4756 -0.3182  0.0162
 82820493  0.0091 -0.0256  0.0484 -0.0008  0.4788 -0.3296  0.0072
 82820504  0.0042 -0.0296  0.0494  0.0003  0.5326 -0.3175  0.0485
 82820513  0.0058 -0.0278  0.0495  0.0008  0.4859 -0.3516  0.0124
 82820524  0.0101 -0.0316  0.0498  0.0007  0.5082 -0.3115  0.0144
 82820534  0.0059 -0.0284  0.0502  0.0006  0.4562 -0.3571 -0.0113
 82820543  0.0075 -0.0275  0.0511 -0.0001  0.4880 -0.3089 -0.0050
 82820554  0.0113 -0.0249  0.0515 -0.0005  0.4625 -0.3350 -0.0469
 82820564  0.0106 -0.0293  0.0518 -0.0004  0.4831 -0.3199 -0.0215
 82820573  0.0106 -0.0226  0.0521 -0.0007  0.4477 -0.3096 -0.0319
 82820584  0.0112 -0.0276  0.0525 -0.0001  0.4442 -0.2952 -0.0228
 82820593  0.0132 -0.0285  0.0528  0.0005  0.4958 -0.2586 -0.0079
 82820603  0.0120 -0.0306  0.0535  0.0009  0.4465 -0.2826 -0.0369
 82820613  0.0079 -0.0292  0.0542  0.0020  0.4724 -0.2947  0.0135
 82820623  0.0082 -0.0294  0.0541  0.0025  0.4424 -0.2830 -0.0354
 82820634  0.0064 -0.0216  0.0541  0.0035  0.4903 -0.2652  0.0005
 82820643  0.0032 -0.0274  0.0540  0.0040  0.4523 -0.2687  0.0082
 82820654  0.0072 -0.0233  0.0536  0.0045  0.4445 -0.2575 -0.0324
 82820663  0.0018 -0.0272  0.0536  0.0034  0.4382 -0.2652  0.0017
 82820674  0.0068 -0.0302  0.0534  0.0036  0.4581 -0.2529 -0.0114
 82820684  0.0061 -0.0245  0.0538  0.0035  0.4877 -0.2605 -0.0269
 82820694  0.0050 -0.0303  0.0546  0.0034  0.4630 -0.2500 -0.0132
 82820703  0.0097 -0.0326  0.0543  0.0030  0.4573 -0.2485 -0.0294
 82820714  0.0031 -0.0298  0.0544  0.0027  0.4552 -0.2448  0.0046
 82820724  0.0078 -0.0258  0.0545  0.0033  0.4639 -0.2139 -0.0215
 82820733  0.0021 -0.0239  0.0550  0.0031  0.4669 -0.2413 -0.0033
 82820744  0.0058 -0.0311  0.0543  0.0030  0.4737 -0.2113  0.0124
 82820754  0.0056 -0.0262  0.0544  0.0025  0.4695 -0.2268  0.0050
 82820765  0.0039 -0.0263  0.0546  0.0028  0.4428 -0.2164 -0.0034
 82820774  0.0048 -0.0288  0.0538  0.0031  0.4322 -0.2140 -0.0031
 82820784 -0.0006 -0.0292  0.0538  0.0037  0.4791 -0.2176  0.0212
 82820794  0.0041 -0.0277  0.0540  0.0038  0.4541 -0.2248 -0.0027
 82820804  0.0071 -0.0303  0.0536  0.0044  0.4382 -0.2522 -0.0043
 82820814  0.0013 -0.0289  0.0535  0.0055  0.4408 -0.2217  0.0030
 82820824  0.0011 -0.0319  0.0535  0.0060  0.4795 -0.2287  0.0114
 82820833  0.0019 -0.0245  0.0532  0.0066  0.4609 -0.1989 -0.0152
 82820844  0.0042 -0.0252  0.0535  0.0063  0.4585 -0.2152 -0.0145
 82820854  0.0007 -0.0312  0.0539  0.0071  0.4658 -0.2308 -0.0063
 82820864  0.0006 -0.0286  0.0533  0.0073  0.4792 -0.2318 -0.0026
 82820874  0.0076 -0.0300  0.0534  0.0061  0.4447 -0.2364 -0.0350
 82820884 -0.0000 -0.0306  0.0537  0.0058  0.4565 -0.2399 -0.0194
 82820893  0.0040 -0.0273  0.0541  0.0057  0.4801 -0.1799 -0.0306
 82820904 -0.0022 -0.0250  0.0537  0.0050  0.4377 -0.1854 -0.0218
 82820914 -0.0036 -0.0360  0.0544  0.0049  0.4818 -0.1856 -0.0092
 82820924  0.0065 -0.0249  0.0553  0.0046  0.4436 -0.2015 -0.0413
 82820935  0.0031 -0.0273  0.0555  0.0039  0.4246 -0.1826 -0.0353
 82820944  0.0004 -0.0288  0.0565  0.0039  0.4536 -0.1878 -0.0214
 82820954 -0.0000 -0.0277  0.0579  0.0045  0.4346 -0.1940 -0.0127
 82820964  0.0053 -0.0383  0.0585  0.0041  0.4267 -0.1706 -0.0064
 82820975 -0.0005 -0.0324  0.0582  0.0036  0.4280 -0.1628 -0.0016
 82820984 -0.0021 -0.0328  0.0579  0.0038  0.4529 -0.1875  0.0291
 82820994 -0.0035 -0.0290  0.0582  0.0035  0.4542 -0.1622  0.0276
 82821005 -0.0017 -0.0330  0.0581  0.0029  0.4856 -0.1439  0.0164
 82821015  0.0046 -0.0334  0.0577  0.0034  0.4594 -0.1852  0.0093
 82821024 -0.0047 -0.0305  0.0572  0.0034  0.4672 -0.1781 -0.0010
 82821035  0.0019 -0.0315  0.0568  0.0048  0.4801 -0.1391  0.0013
 82821045  0.0023 -0.0387  0.0557  0.0058  0.4597 -0.1950 -0.0232
 82821054  0.0027 -0.0428  0.0554  0.0057  0.4725 -0.2034  0.0404
 82821065  0.0076 -0.0381  0.0554  0.0062  0.4641 -0.1917 -0.0025
 82821075  0.0050 -0.0400  0.0549  0.0072  0.4704 -0.1886 -0.0147
 82821084  0.0056 -0.0337  0.0543  0.0071  0.4427 -0.1904 -0.0139
 82821095  0.0082 -0.0353  0.0538  0.0078  0.4649 -0.1762 -0.0138
 82821105  0.0031 -0.0341  0.0529  0.0076  0.3914 -0.2153 -0.0020
 82821114  0.0011 -0.0347  0.0531  0.0078  0.4279 -0.1770 -0.0057
 82821125  0.0029 -0.0323  0.0518  0.0074  0.4307 -0.1596  0.0019
 82821135  0.0070 -0.0333  0.0513  0.0077  0.4363 -0.1917  0.0073
 82821145  0.0078 -0.0327  0.0503  0.0081  0.3970 -0.2003 -0.0170
 82821155 -0.0007 -0.0367  0.0499  0.0088  0.4162 -0.1868 -0.0119
 82821165  0.0060 -0.0339  0.0490  0.0097  0.4149 -0.2166 -0.0349
 82821175  0.0033 -0.0328  0.0491  0.0090  0.4131 -0.1592 -0.0520
 82821185  0.0068 -0.0299  0.0489  0.0091  0.4017 -0.1950 -0.0608
 82821195  0.0033 -0.0365  0.0490  0.0096  0.4121 -0.1846 -0.0312
 82821205  0.0095 -0.0342  0.0487  0.0101  0.3737 -0.1640 -0.0252
 82821215  0.0006 -0.0349  0.0483  0.0104  0.3978 -0.1731 -0.0074
 82821225  0.0047 -0.0341  0.0489  0.0100  0.3536 -0.1701 -0.0147
 82821235  0.0064 -0.0297  0.0497  0.0094  0.3877 -0.1622 -0.0156
 82821245  0.0051 -0.0389  0.0498  0.0091  0.3869 -0.1785 -0.0279
 82821255  0.0043 -0.0344  0.0502  0.0082  0.3676 -0.1849  0.0017
 82821265  0.0047 -0.0365  0.0503  0.0071  0.3700 -0.1851  0.0017
 82821275 -0.0045 -0.0415  0.0503  0.0077  0.3742 -0.2111  0.0071
 82821284 -0.0001 -0.0356  0.0513  0.0080  0.3723 -0.1935  0.0092
 82821295  0.0028 -0.0409  0.0508  0.0087  0.3825 -0.2079  0.0189
 82821304  0.0013 -0.0394  0.0509  0.0087  0.3949 -0.2020  0.0048
 82821316  0.0021 -0.0351  0.0512  0.0090  0.3783 -0.1856  0.0118
 82821325  0.0033 -0.0433  0.0514  0.0091  0.4101 -0.1983  0.0201
 82821336  0.0062 -0.0385  0.0505  0.0092  0.3643 -0.2158 -0.0270
 82821345  0.0106 -0.0382  0.0501  0.0082  0.3512 -0.2228  0.0074
 82821355  0.0129 -0.0379  0.0499  0.0089  0.3391 -0.2038 -0.0215
 82821366  0.0070 -0.0400  0.0496  0.0087  0.3536 -0.2209  0.0053
